182.64.10.55,1437613748092,70583,7
117.253.214.212,1437613747887,27562,2
101.58.225.240,1437613747376,35591,3
116.119.128.34,1437613747290,4074,2
103.255.145.170,1437613747146,76403,12
106.51.128.182,1437613746889,1497,5
103.21.125.80,1437613746237,80096,19
223.176.129.51,1437613746111,80575,3
117.230.239.96,1437613744969,44730,2
116.203.185.21,1437613744130,71612,33
117.255.233.153,1437613744039,33381,2
183.83.101.34,1437613743965,77760,4
117.253.191.137,1437613743623,9909,2
115.241.110.124,1437613743480,34132,2
117.253.233.241,1437613743086,32580,2
49.249.27.241,1437613743082,12573,5
15.219.201.74,1437613742095,62291,18
42.107.175.145,1437613741791,6778,5
49.213.61.27,1437613741140,6812,2
69.59.28.19,1437613740947,1518,2
121.44.75.16,1437613740699,55458,1
103.255.115.54,1437613740207,20075,3
117.218.87.23,1437613739234,28374,4
1.186.180.183,1437613739102,25392,4
124.155.218.166,1437613738585,17203,2
103.232.129.149,1437613737946,4644,4
49.205.30.211,1437613737568,16485,6
121.242.42.35,1437613736537,87722,4
202.166.184.2,1437613736182,6025,5
117.205.57.47,1437613735545,14199,4
203.200.180.154,1437613734667,70173,70
183.83.199.148,1437613734195,12626,3
106.76.6.73,1437613733447,27790,2
116.203.76.24,1437613733227,80727,8
150.129.122.82,1437613732655,1770,2
106.66.39.238,1437613732501,79658,5
182.70.120.139,1437613731711,15050,3
52.74.247.117,1437613730640,13527,2
106.218.213.56,1437613730388,10880,2
117.255.251.196,1437613730347,1050,1
202.40.6.143,1437613730250,35746,5
223.176.137.22,1437613730137,4561,2
14.139.226.10,1437613729441,2504,5
117.238.21.66,1437613729316,5388,5
76.72.172.208,1437613729061,22530,2
27.97.6.21,1437613728628,48513,6
175.101.11.132,1437613728524,4102,2
116.14.145.38,1437613726852,1057,3
49.206.49.121,1437613726616,17624,2
223.176.174.114,1437613726056,3167,3
14.141.149.50,1437613726055,82271,10
59.177.79.97,1437613725604,52615,3
122.167.82.241,1437613725155,2805,2
117.204.59.147,1437613724856,1462,2
1.39.32.173,1437613724672,38140,2
49.205.138.165,1437613724252,61418,3
117.214.29.171,1437613724112,34589,5
54.169.56.164,1437613723320,25115,2
106.67.17.132,1437613722149,85070,1
103.245.47.20,1437613722078,61192,8
106.203.189.240,1437613721887,41864,2
116.203.79.121,1437613721262,12635,4
14.96.65.12,1437613720834,72428,7
117.253.232.15,1437613720840,21885,2
1.39.60.142,1437613720777,52117,3
117.206.158.61,1437613720411,83784,5
74.86.158.109,1437613720183,49546,6
122.172.136.173,1437613719194,20721,8
115.112.32.99,1437613719086,7030,3
103.53.232.89,1437613718873,6556,5
199.67.131.156,1437613718542,7264,3
116.50.66.231,1437613717696,108876,14
106.215.191.61,1437613717408,57796,4
115.249.208.35,1437613716389,2898,4
203.192.244.190,1437613715784,110531,5
14.139.234.98,1437613715224,43012,10
1.38.23.219,1437613714634,79318,8
106.51.58.155,1437613714126,106509,40
103.56.252.17,1437613713644,31162,7
124.40.247.228,1437613712476,51435,5
203.112.137.13,1437613712196,23823,4
14.141.134.162,1437613711974,108606,10
112.196.165.15,1437613711265,3160,2
1.38.18.107,1437613711033,50861,4
14.96.206.107,1437613710621,39201,14
68.180.228.46,1437613709886,2298,2
122.248.163.2,1437613710242,95121,7
101.208.31.76,1437613710215,24140,5
115.115.219.226,1437613709839,9810,3
14.99.97.175,1437613709814,76828,5
175.101.54.5,1437613709428,16233,3
114.143.38.123,1437613708539,9788,3
117.253.215.118,1437613708287,74180,2
115.99.190.132,1437613708152,24168,4
8.37.226.48,1437613708129,109729,75
122.102.120.26,1437613707757,26279,2
123.136.218.64,1437613707179,1806,2
203.110.247.221,1437613706464,56636,5
115.110.83.195,1437613706203,78696,5
103.31.214.150,1437613705996,2703,5
83.170.113.210,1437613705717,97566,1
122.175.23.72,1437613705673,118442,5
115.245.7.85,1437613705466,112960,9
182.66.52.48,1437613705420,37622,5
202.142.115.103,1437613705394,10688,2
122.169.220.244,1437613704358,29686,3
182.64.154.245,1437613704310,123362,13
182.74.224.178,1437613703162,10614,4
223.185.219.108,1437613703086,50847,3
27.7.221.5,1437613702974,124184,10
49.206.62.13,1437613702864,2054,5
1.39.10.96,1437613701121,1706,3
182.74.172.154,1437613700964,24632,2
117.253.245.175,1437613700351,23300,2
103.12.133.133,1437613699984,1213,2
223.176.13.170,1437613698726,50142,3
106.221.199.51,1437613698705,127615,5
203.117.117.170,1437613698640,57144,2
172.56.35.117,1437613697667,10129,3
202.4.178.82,1437613697409,17125,9
115.250.121.243,1437613696870,119744,12
182.64.15.31,1437613696782,120155,13
182.72.147.150,1437613696016,3582,3
106.194.153.212,1437613695991,1396,2
122.174.192.203,1437613695733,121047,17
117.239.144.83,1437613695428,35523,6
103.7.130.131,1437613695430,50293,56
103.56.236.227,1437613695371,11129,2
116.75.142.12,1437613695065,79303,7
14.140.150.94,1437613694961,14716,2
117.55.241.196,1437613694858,54743,6
182.64.64.186,1437613694695,14945,4
1.22.8.70,1437613694595,10183,2
117.201.101.77,1437613694427,20042,4
122.171.116.69,1437613694375,127175,23
106.208.150.181,1437613693396,6040,4
117.253.211.102,1437613693062,31690,2
106.76.135.236,1437613693022,34540,2
49.206.244.9,1437613692846,40621,3
202.65.130.170,1437613692637,118050,6
182.69.213.58,1437613691634,5395,4
1.39.62.24,1437613691216,25130,4
123.136.219.193,1437613691194,135025,19
120.57.146.190,1437613691040,1005,2
119.82.91.108,1437613690910,28814,2
182.156.74.197,1437613690602,6730,2
115.241.72.73,1437613690489,4448,2
27.124.53.107,1437613690227,124338,6
27.62.231.150,1437613689573,22679,11
117.245.8.163,1437613688648,1955,1
61.246.57.5,1437613688593,16344,5
103.41.32.73,1437613687436,107411,15
117.239.96.197,1437613687391,1663,2
61.16.173.18,1437613687329,15362,10
117.196.62.242,1437613686971,91041,17
43.228.142.91,1437613686438,9725,4
117.255.247.143,1437613686325,27241,2
182.74.88.162,1437613686310,5712,2
202.131.154.20,1437613685843,124392,21
180.76.15.148,1437613685466,40361,2
59.177.9.110,1437613685545,3070,4
122.171.69.184,1437613685507,35524,12
175.41.184.78,1437613684770,135760,12
59.144.58.37,1437613684497,139853,6
180.215.144.225,1437613684194,104794,11
103.254.204.205,1437613684208,3125,2
125.19.29.149,1437613683685,12301,2
123.236.184.228,1437613683337,68536,7
117.253.205.87,1437613683311,58930,2
117.213.222.100,1437613682940,15527,4
125.99.71.54,1437613682930,85302,20
180.215.123.7,1437613682816,3170,5
117.221.108.149,1437613682551,6876,5
8.37.228.83,1437613682381,11909,1
117.228.55.140,1437613682144,104407,7
14.141.43.98,1437613681893,87261,8
117.197.14.129,1437613681282,105229,10
67.205.67.76,1437613681154,10336,2
122.248.163.1,1437613681059,130887,72
122.176.246.186,1437613680668,1238,2
168.235.197.189,1437613680293,84201,4
117.198.13.154,1437613680288,83961,12
122.171.24.59,1437613680196,119194,10
106.219.49.78,1437613680032,19757,4
106.220.242.142,1437613679982,18909,8
124.123.78.200,1437613679732,16068,2
223.236.118.239,1437613679598,14200,6
103.16.69.15,1437613679504,88253,46
104.129.194.127,1437613679287,4370,2
27.123.110.39,1437613678395,58860,57
66.249.71.69,1437613678046,76219,24
125.63.71.30,1437613677953,51165,6
49.204.245.147,1437613677784,3592,3
119.42.153.128,1437613677665,21813,2
117.253.180.49,1437613677119,94545,3
122.162.124.107,1437613676637,3500,2
106.219.35.208,1437613676513,14140,4
223.176.161.163,1437613676296,136755,10
125.16.138.146,1437613676094,116671,4
27.48.225.66,1437613676103,130763,9
203.76.188.228,1437613676036,71484,3
106.51.241.129,1437613675959,49381,4
223.176.145.89,1437613675670,81051,7
20.139.66.64,1437613674785,1128,2
117.255.111.47,1437613674397,4442,2
115.244.200.77,1437613674356,62858,3
58.146.110.244,1437613674240,8247,2
117.253.220.210,1437613673483,19685,2
119.226.13.114,1437613673383,7139,2
122.178.251.37,1437613673237,50498,4
14.98.30.162,1437613673154,4859,2
103.245.198.250,1437613672673,2057,2
5.254.65.24,1437613672559,49824,4
117.242.65.196,1437613671959,31277,3
203.190.148.228,1437613671399,2311,3
60.243.33.64,1437613671305,3536,2
182.71.144.82,1437613671259,19816,2
98.230.153.173,1437613670050,65197,59
117.255.208.181,1437613670937,49686,1
117.253.145.251,1437613670930,53980,2
59.177.147.219,1437613670850,10608,6
106.208.127.163,1437613670055,1869,2
94.0.142.246,1437613669825,125156,7
107.167.112.96,1437613669700,1346,2
203.190.221.254,1437613669420,5386,4
178.255.152.2,1437613668878,141680,3
123.201.82.220,1437613668028,12181,3
106.51.129.171,1437613667590,149190,8
1.22.246.165,1437613667539,58431,3
183.82.100.249,1437613666516,152126,4
203.99.218.140,1437613666460,54016,11
122.169.221.149,1437613666142,49288,2
117.203.82.231,1437613666132,6779,2
223.30.42.110,1437613665281,109161,92
103.227.96.92,1437613665090,124285,7
202.53.65.10,1437613664896,4739,3
203.123.180.82,1437613664858,88609,1
202.168.94.17,1437613664828,130013,8
117.224.215.227,1437613664736,15337,2
103.228.37.246,1437613664736,94410,6
103.49.48.154,1437613664733,4839,2
122.177.31.155,1437613664595,1852,4
117.247.7.161,1437613664487,48547,10
103.16.71.14,1437613664247,141165,11
49.136.76.27,1437613663714,54634,2
199.67.131.149,1437613663717,24185,7
192.71.175.30,1437613663566,20332,4
27.17.104.8,1437613663480,5878,3
81.133.195.7,1437613663357,94234,2
182.156.95.134,1437613663348,164537,16
54.183.255.140,1437613663192,124633,1
103.22.172.130,1437613662661,26905,3
117.245.176.239,1437613662577,64780,3
117.253.233.235,1437613662502,57430,2
27.251.187.250,1437613662278,47700,5
103.248.32.3,1437613660510,10221,2
122.165.55.61,1437613661509,2004,3
155.250.255.142,1437613660453,49960,6
124.123.156.12,1437613659770,1181,3
117.239.230.98,1437613659331,112993,5
111.93.226.254,1437613658966,161005,12
117.253.225.200,1437613658570,42655,2
103.252.24.174,1437613658530,86374,11
182.156.74.42,1437613658508,139338,14
117.253.209.141,1437613658267,18130,2
103.18.167.135,1437613658079,30700,3
183.83.96.173,1437613657635,2070,2
182.71.134.190,1437613657463,29491,2
59.162.178.34,1437613656820,149693,6
27.48.200.49,1437613656764,132819,15
128.84.124.153,1437613656718,14580,4
114.143.153.50,1437613655876,3566,2
14.139.249.197,1437613655737,129004,10
107.23.255.12,1437613655708,125779,1
103.37.201.44,1437613655602,41133,17
45.116.68.178,1437613655401,35449,4
49.206.22.37,1437613655326,1502,2
116.202.34.75,1437613655278,1062,3
117.206.184.168,1437613655247,14097,1
121.243.32.110,1437613654694,4801,2
116.202.158.64,1437613654269,115940,6
180.211.113.54,1437613654133,97029,4
103.247.208.30,1437613654050,125986,2
117.253.244.22,1437613654044,37286,2
175.101.68.83,1437613653442,93521,19
117.253.210.180,1437613652938,1312,1
43.227.246.213,1437613652851,30395,7
124.123.99.168,1437613652832,7753,3
117.253.217.239,1437613652659,30380,2
117.253.245.153,1437613652419,18881,2
182.19.7.130,1437613652147,49724,4
203.199.146.123,1437613651104,1095,4
115.114.69.220,1437613651037,168177,12
49.213.55.253,1437613650437,166564,4
106.216.147.255,1437613649648,177250,10
182.73.75.118,1437613649495,86840,3
117.253.232.25,1437613649258,1925,2
103.51.94.183,1437613649154,104130,20
117.253.206.124,1437613649073,95181,2
43.251.169.160,1437613648842,136233,16
122.160.141.12,1437613648536,17286,2
14.98.224.103,1437613648290,1426,2
182.68.66.54,1437613647886,17236,3
203.109.100.56,1437613647920,1635,2
117.230.131.2,1437613647827,2460,2
116.68.122.136,1437613647767,11322,2
43.226.28.93,1437613647504,6610,2
60.243.211.211,1437613646987,99469,4
157.55.39.61,1437613646829,112810,5
101.221.136.71,1437613646156,38167,7
111.93.134.222,1437613646030,5425,3
202.94.100.197,1437613646020,177190,2
103.240.97.226,1437613645293,157826,5
101.212.70.54,1437613645261,52684,7
103.226.3.45,1437613645169,83819,9
103.21.125.79,1437613644273,150844,10
182.71.107.254,1437613644198,15241,17
116.203.76.159,1437613644049,10580,4
54.252.79.172,1437613643882,156227,1
115.115.96.229,1437613643735,173301,18
183.83.107.166,1437613643629,148951,9
124.123.22.50,1437613643204,15728,7
117.253.225.78,1437613643019,24705,2
182.67.76.246,1437613642887,184754,3
182.73.90.158,1437613642598,27070,3
202.90.33.151,1437613642451,147556,12
117.104.239.89,1437613642448,173617,19
54.245.168.44,1437613642082,155169,1
1.38.22.236,1437613641526,5710,4
204.152.235.219,1437613641378,8671,2
117.212.70.102,1437613640428,1668,2
103.255.145.214,1437613640376,37010,6
150.107.97.28,1437613640094,86317,12
111.93.159.20,1437613639810,1084,2
123.237.226.14,1437613639808,2867,2
182.156.73.242,1437613639331,13858,4
49.207.123.97,1437613638409,13272,4
49.206.250.98,1437613637905,3292,5
1.39.34.106,1437613636826,15851,3
14.98.164.217,1437613636112,67021,9
1.23.105.144,1437613635963,40347,7
192.8.190.10,1437613635883,4721,3
117.224.90.236,1437613635644,24149,2
117.253.205.152,1437613635783,19315,2
168.235.197.200,1437613635406,1720,2
117.239.71.130,1437613635302,158929,4
121.244.154.222,1437613635198,1245,2
182.65.96.75,1437613635159,50096,5
43.225.0.156,1437613635005,9853,5
117.201.101.219,1437613634949,9699,3
129.241.134.133,1437613634848,65351,4
103.39.156.230,1437613634582,12185,4
117.194.9.178,1437613634255,4205,4
182.66.32.99,1437613634020,31349,6
183.82.231.84,1437613633542,64354,10
117.244.28.207,1437613633402,55450,2
59.160.73.118,1437613632947,55170,6
202.65.140.49,1437613632577,32059,3
101.212.65.10,1437613632399,3339,2
117.244.25.124,1437613632127,60055,1
122.163.13.138,1437613632028,114064,4
61.16.142.122,1437613631713,49446,8
183.83.180.90,1437613631360,3395,2
49.156.65.230,1437613631105,2155,3
49.206.23.209,1437613630518,4840,2
103.2.134.200,1437613630461,21148,3
117.244.18.43,1437613630387,24331,2
49.204.201.240,1437613630060,19918,1
37.228.106.100,1437613630041,2319,4
103.240.163.94,1437613629849,19037,1
223.176.30.149,1437613628592,164060,4
27.48.162.10,1437613628555,121286,7
122.15.18.205,1437613628472,69875,5
59.177.139.52,1437613628383,34538,2
103.255.227.88,1437613628327,3298,2
103.2.134.198,1437613628223,192957,10
122.164.133.52,1437613628062,9012,3
106.216.132.253,1437613626788,11286,2
14.96.109.208,1437613626371,35206,7
117.245.5.134,1437613626265,85833,2
124.123.86.247,1437613625425,196194,6
103.24.126.4,1437613624997,33949,2
27.34.241.222,1437613624941,40584,6
205.147.111.169,1437613624873,3929,3
106.76.131.72,1437613624766,181348,1
112.79.37.202,1437613624759,45640,3
124.123.225.57,1437613624100,171518,8
107.167.107.98,1437613623949,99718,5
122.172.56.2,1437613624014,20419,6
119.235.54.146,1437613623840,1404,2
101.57.207.90,1437613623655,176747,7
14.102.43.2,1437613623521,202222,9
122.173.209.136,1437613623357,2745,2
121.58.172.7,1437613623112,157842,18
150.129.179.211,1437613622929,29185,5
106.194.131.18,1437613622644,3649,4
54.255.254.236,1437613622294,180780,1
124.123.50.20,1437613622205,200244,3
183.82.140.223,1437613621982,35985,4
117.249.247.204,1437613621662,107683,2
49.207.169.143,1437613621351,12866,2
183.82.0.207,1437613621307,6843,2
106.215.177.165,1437613621279,93902,10
182.66.52.146,1437613620904,136040,4
107.167.108.90,1437613619936,115552,5
183.87.138.155,1437613619791,8677,7
27.6.16.56,1437613619283,42477,2
67.228.248.66,1437613618894,207345,1
202.56.234.62,1437613618751,46121,4
103.16.70.20,1437613618642,101978,6
14.96.213.198,1437613618214,25397,1
197.132.154.186,1437613617839,16140,2
103.231.118.87,1437613617760,8836,3
112.110.122.34,1437613617742,153954,2
106.51.233.55,1437613617743,161466,24
182.74.89.84,1437613617683,7673,2
54.211.40.77,1437613617511,1425,2
202.89.105.100,1437613617455,3327,2
49.205.9.92,1437613616530,33002,2
120.29.232.107,1437613616377,159880,11
54.240.197.78,1437613616347,50179,5
151.236.217.30,1437613615869,163617,135
210.212.102.130,1437613615393,8077,3
49.207.190.68,1437613615260,2986,3
117.244.20.66,1437613615118,28290,2
101.58.158.199,1437613614611,109009,4
27.113.255.2,1437613614376,14856,2
106.220.1.77,1437613613311,202641,4
45.118.155.206,1437613612198,189328,7
180.215.68.204,1437613612058,200262,9
106.215.147.238,1437613611686,10499,4
115.111.145.90,1437613611555,1985,2
223.196.21.34,1437613611173,40090,17
59.161.71.234,1437613611126,16686,4
203.123.140.118,1437613610866,15054,2
14.142.29.134,1437613610648,1383,3
117.207.33.30,1437613610570,31138,2
123.63.241.40,1437613609984,4582,2
123.239.90.101,1437613609804,169216,11
107.167.109.43,1437613608271,38502,5
59.97.164.54,1437613608239,8459,2
107.167.107.187,1437613607903,12830,2
103.251.228.8,1437613607165,144270,3
1.22.15.245,1437613606966,12253,82
122.252.242.131,1437613606705,191282,10
80.76.170.38,1437613605968,43560,2
202.3.66.50,1437613605489,193626,12
59.88.37.77,1437613605446,68930,5
180.188.243.206,1437613605404,221239,3
117.200.26.42,1437613605300,49203,4
117.216.181.154,1437613605048,20571,3
117.195.81.227,1437613604914,9641,3
54.229.56.98,1437613604753,147094,1
27.62.75.47,1437613604564,43920,3
106.221.192.171,1437613603982,36634,5
182.74.112.150,1437613604191,213225,2
199.87.9.9,1437613604138,35675,7
125.17.170.130,1437613603770,1441,2
122.175.227.67,1437613603564,5569,3
103.252.25.138,1437613603505,80365,5
14.98.142.255,1437613602902,15995,3
117.247.233.55,1437613602871,6884,2
203.91.192.4,1437613602855,163985,2
122.102.121.87,1437613602334,35161,2
180.215.19.65,1437613602168,216638,12
124.40.246.76,1437613601996,195981,4
106.77.181.96,1437613601902,3897,2
107.178.42.24,1437613601595,2224,2
218.248.35.227,1437613601353,7430,3
185.20.4.220,1437613601253,216923,2
115.184.198.216,1437613601107,168497,3
203.122.7.66,1437613600982,2282,62
49.207.191.184,1437613600690,74574,4
124.123.55.241,1437613600680,1157,2
203.192.207.251,1437613600312,224674,18
202.46.22.10,1437613600290,21264,2
125.21.153.160,1437613600060,1661,3
115.245.248.152,1437613599927,192292,7
220.226.206.7,1437613599675,224902,178
117.199.32.124,1437613599459,84933,1
117.244.25.158,1437613599512,72900,2
14.141.240.66,1437613599462,65096,7
117.255.253.8,1437613599345,2210,1
2.88.153.188,1437613599276,21754,6
125.20.10.170,1437613599036,159410,9
43.251.172.140,1437613598936,171217,3
196.207.69.200,1437613598916,25430,2
125.99.128.193,1437613598908,26570,4
122.176.133.187,1437613598874,7866,4
116.202.36.170,1437613598563,125285,12
14.141.48.82,1437613598497,1885,5
37.228.106.119,1437613598129,228216,8
175.101.13.15,1437613598030,7727,2
120.62.200.191,1437613597602,18588,3
14.139.69.64,1437613597132,214522,63
111.93.88.38,1437613597091,69224,5
180.179.142.16,1437613597031,169992,6
117.104.232.88,1437613596875,110848,6
124.30.253.156,1437613596852,67651,9
117.253.221.115,1437613596208,13479,2
182.74.170.118,1437613594868,189151,4
122.102.124.169,1437613594861,32892,2
182.65.29.35,1437613594322,17021,3
112.196.173.135,1437613593066,234266,6
117.255.250.172,1437613592352,24185,2
49.200.89.166,1437613592287,5718,2
168.159.160.62,1437613592307,2302,5
101.63.94.228,1437613592113,197866,5
49.50.101.214,1437613591903,124795,11
14.140.171.65,1437613591633,83288,13
125.19.44.66,1437613591516,127351,2
122.169.129.227,1437613591390,8566,6
112.79.36.1,1437613591140,9939,4
183.177.127.146,1437613590992,2629,5
14.139.241.215,1437613590605,3292,5
163.47.15.10,1437613590472,18812,2
8.37.228.28,1437613590289,61915,2
173.196.214.236,1437613590234,195357,8
170.248.169.90,1437613589905,170014,95
106.76.128.38,1437613589601,73198,5
182.65.121.65,1437613589472,35287,2
115.252.223.181,1437613588779,98952,4
117.253.214.44,1437613588576,43605,2
14.96.197.45,1437613588467,117527,3
121.245.128.196,1437613588181,194654,28
106.220.46.177,1437613587715,33194,2
115.249.44.252,1437613587422,187060,12
203.117.117.115,1437613587278,1185,3
43.245.149.177,1437613587275,12880,27
101.62.242.31,1437613586991,8661,4
103.234.189.88,1437613586687,8487,4
117.199.18.155,1437613586357,24830,3
113.193.190.117,1437613586177,27823,4
15.219.169.69,1437613586011,151778,14
66.102.6.254,1437613585636,170306,4
14.97.70.126,1437613585495,237133,5
117.239.146.217,1437613585326,146939,3
61.246.231.92,1437613585276,9927,11
182.64.19.184,1437613585224,212433,29
103.27.140.223,1437613585054,30530,2
49.205.93.136,1437613584326,51572,3
117.253.214.61,1437613584060,24366,2
54.232.40.76,1437613584047,193372,1
117.193.79.125,1437613584022,231385,14
114.143.74.136,1437613583899,73094,11
103.58.127.166,1437613583698,99736,2
183.87.88.198,1437613583486,4190,3
101.56.106.245,1437613582983,68902,2
217.137.249.221,1437613582540,8681,2
103.24.23.10,1437613582235,1391,2
59.89.147.166,1437613582021,125856,8
54.248.220.44,1437613581966,213855,1
122.248.16.5,1437613581479,73651,7
1.39.9.95,1437613581456,246288,13
54.240.196.33,1437613581438,11301,5
117.210.180.25,1437613581182,71780,3
117.253.213.105,1437613581035,1010,2
124.123.18.71,1437613580874,1243,2
14.141.16.97,1437613580591,2049,2
103.20.125.4,1437613580493,4289,2
151.224.15.174,1437613579369,2335,2
27.7.48.249,1437613579339,19822,3
182.72.137.58,1437613579236,26054,10
49.205.85.175,1437613579148,206515,7
210.212.210.213,1437613579093,63105,2
202.142.114.184,1437613578780,228017,67
117.197.115.242,1437613578307,9306,3
125.62.213.18,1437613578257,178329,6
117.207.247.197,1437613578155,3344,2
122.175.218.207,1437613578102,237753,5
106.221.204.109,1437613578087,19960,5
106.211.26.248,1437613577972,2990,3
